"","Subject","Reject","xj","Confidence_Positive_1","Confidence_Positive_2","Confidence_Negative_1","Confidence_Negative_2","RT_Positive_1","RT_Positive_2","RT_Negative_1","RT_Negative_2","Accuracy_Positive_1","Accuracy_Positive_2","Accuracy_Negative_1","Accuracy_Negative_2","MetadPrime_Positive_1","MetadPrime_Positive_2","MetadPrime_Negative_1","MetadPrime_Negative_2","dPrime_Positive_1","dPrime_Positive_2","dPrime_Negative_1","dPrime_Negative_2","HR_Positive_1","HR_Positive_2","HR_Negative_1","HR_Negative_2","FAR_Positive_1","FAR_Positive_2","FAR_Negative_1","FAR_Negative_2","Mratio_Positive_1","Mratio_Positive_2","Mratio_Negative_1","Mratio_Negative_2"
"69",11130,0,0.98409040489234,5.02054794520548,NA,NA,NA,1.28484823695726,NA,NA,NA,0.801369863013699,NA,NA,NA,2.39549266601665,NA,NA,NA,1.75286163893879,NA,NA,NA,0.737525987525988,NA,NA,NA,0.191787941787942,NA,NA,NA,1.36661822747569,NA,NA,NA
"70",11130,0,2.00079795332626,NA,5.32885906040268,NA,NA,NA,1.16682337806924,NA,NA,NA,0.825503355704698,NA,NA,NA,2.74354578357842,NA,NA,NA,1.84984550287128,NA,NA,NA,0.808198380566802,NA,NA,NA,0.193333333333333,NA,NA,NA,1.48312157924538,NA,NA
"71",11130,0,1.00205208297819,NA,NA,4.87162162162162,NA,NA,NA,1.37015345527107,NA,NA,NA,0.851351351351351,NA,NA,NA,1.72343166244165,NA,NA,NA,2.05648350574893,NA,NA,NA,0.794698544698545,NA,NA,NA,0.24746963562753,NA,NA,NA,0.838047889819574,NA
"72",11130,0,2.00947002033703,NA,NA,NA,4.53378378378378,NA,NA,NA,1.42667462253848,NA,NA,NA,0.810810810810811,NA,NA,NA,1.85772931293604,NA,NA,NA,1.73961478029039,NA,NA,NA,0.758461538461539,NA,NA,NA,0.263076923076923,NA,NA,NA,1.067896947062
"73",11131,1,1.01111767749302,3.75,NA,NA,NA,1.29723783191002,NA,NA,NA,0.707142857142857,NA,NA,NA,1.32024532406427,NA,NA,NA,1.38702112802075,NA,NA,NA,0.658179848320693,NA,NA,NA,0.30498374864572,NA,NA,NA,0.951856678598853,NA,NA,NA
"74",11131,1,1.98132668821141,NA,3.76470588235294,NA,NA,NA,1.37801301108266,NA,NA,NA,0.698529411764706,NA,NA,NA,1.11102221303101,NA,NA,NA,1.27897388594868,NA,NA,NA,0.628205128205128,NA,NA,NA,0.314938684503902,NA,NA,NA,0.868682484636429,NA,NA
"75",11131,1,1.01719940218143,NA,NA,3.41007194244604,NA,NA,NA,1.35873346145672,NA,NA,NA,0.568345323741007,NA,NA,NA,1.44248766149107,NA,NA,NA,0.458446831107859,NA,NA,NA,0.533516483516484,NA,NA,NA,0.3136511375948,NA,NA,NA,3.14646664260985,NA
"76",11131,1,2.00479968470521,NA,NA,NA,3.02083333333333,NA,NA,NA,1.19454065826721,NA,NA,NA,0.618055555555556,NA,NA,NA,1.00766510503887,NA,NA,NA,1.12731994977882,NA,NA,NA,0.554358974358974,NA,NA,NA,0.327735644637053,NA,NA,NA,0.893859019559243
"77",11132,0,1.00754182226956,4.64028776978417,NA,NA,NA,1.4730563856283,NA,NA,NA,0.726618705035971,NA,NA,NA,1.69261008641114,NA,NA,NA,1.28613656613194,NA,NA,NA,0.652762730227519,NA,NA,NA,0.24010989010989,NA,NA,NA,1.31604227030234,NA,NA,NA
"78",11132,0,1.98667473568581,NA,5.04225352112676,NA,NA,NA,1.44192856077279,NA,NA,NA,0.767605633802817,NA,NA,NA,1.86768887508255,NA,NA,NA,1.5951692404163,NA,NA,NA,0.704594017094017,NA,NA,NA,0.208867521367521,NA,NA,NA,1.17084057776536,NA,NA
"79",11132,0,1.01267570501193,NA,NA,4.61029411764706,NA,NA,NA,1.41325967737066,NA,NA,NA,0.742647058823529,NA,NA,NA,1.42857389234046,NA,NA,NA,1.33908302019407,NA,NA,NA,0.693979933110368,NA,NA,NA,0.274804905239688,NA,NA,NA,1.06682996557855,NA
"80",11132,0,2.01608972910792,NA,NA,NA,4.94520547945205,NA,NA,NA,1.34598092194938,NA,NA,NA,0.767123287671233,NA,NA,NA,1.72573166537069,NA,NA,NA,1.46832603653765,NA,NA,NA,0.707586933614331,NA,NA,NA,0.237435897435897,NA,NA,NA,1.17530549920644
"81",11133,0,0.992626010430977,4.83783783783784,NA,NA,NA,1.34362994992989,NA,NA,NA,0.831081081081081,NA,NA,NA,2.10165803215545,NA,NA,NA,1.88791957193427,NA,NA,NA,0.776923076923077,NA,NA,NA,0.224102564102564,NA,NA,NA,1.11321375306374,NA,NA,NA
"82",11133,0,1.98423293787986,NA,4.86394557823129,NA,NA,NA,1.27458456963359,NA,NA,NA,0.857142857142857,NA,NA,NA,2.03306799065347,NA,NA,NA,2.11642044224303,NA,NA,NA,0.767692307692308,NA,NA,NA,0.194906444906445,NA,NA,NA,0.960616307645742,NA,NA
"83",11133,0,0.987633684678003,NA,NA,4.44666666666667,NA,NA,NA,1.35726354737562,NA,NA,NA,0.766666666666667,NA,NA,NA,1.77700593101468,NA,NA,NA,1.43593535060291,NA,NA,NA,0.740384615384615,NA,NA,NA,0.308198380566802,NA,NA,NA,1.2375250252517,NA
"84",11133,0,2.00383156527765,NA,NA,NA,4.62666666666667,NA,NA,NA,1.45900392949989,NA,NA,NA,0.773333333333333,NA,NA,NA,1.7358704936381,NA,NA,NA,1.48153257924258,NA,NA,NA,0.718117408906883,NA,NA,NA,0.263663967611336,NA,NA,NA,1.17167217107406
"85",11134,0,0.992400451181456,5.61643835616438,NA,NA,NA,1.00674099630851,NA,NA,NA,0.815068493150685,NA,NA,NA,2.32547806526279,NA,NA,NA,1.80314369576176,NA,NA,NA,0.743055555555556,NA,NA,NA,0.16751012145749,NA,NA,NA,1.28967983568296,NA,NA,NA
"86",11134,0,1.99935811858624,NA,5.71527777777778,NA,NA,NA,1.03015900513856,NA,NA,NA,0.875,NA,NA,NA,2.94472176083416,NA,NA,NA,2.27073754345555,NA,NA,NA,0.838250790305585,NA,NA,NA,0.150158061116965,NA,NA,NA,1.29681290967381,NA,NA
"87",11134,0,1.00348015334457,NA,NA,5.5,NA,NA,NA,1.07978775790252,NA,NA,NA,0.837837837837838,NA,NA,NA,2.12412426322379,NA,NA,NA,1.93694060527521,NA,NA,NA,0.812370062370062,NA,NA,NA,0.206983805668016,NA,NA,NA,1.09663882177842,NA
"88",11134,0,2.01422848029993,NA,NA,NA,5.22972972972973,NA,NA,NA,1.08176389349683,NA,NA,NA,0.777027027027027,NA,NA,NA,2.10817194910471,NA,NA,NA,1.5951761865334,NA,NA,NA,0.694838056680162,NA,NA,NA,0.177234927234927,NA,NA,NA,1.32159191373471
"89",11135,0,0.987560548102483,4.58333333333333,NA,NA,NA,1.66661357396515,NA,NA,NA,0.798611111111111,NA,NA,NA,1.90810082578277,NA,NA,NA,1.64443278302994,NA,NA,NA,0.734508547008547,NA,NA,NA,0.251039501039501,NA,NA,NA,1.16033981168085,NA,NA,NA
"90",11135,0,1.99378443941474,NA,4.92413793103448,NA,NA,NA,1.4859605882084,NA,NA,NA,0.772413793103448,NA,NA,NA,2.06736911433511,NA,NA,NA,1.55854666168929,NA,NA,NA,0.69072708113804,NA,NA,NA,0.203222453222453,NA,NA,NA,1.32647238940817,NA,NA
"91",11135,0,1.00417445172556,NA,NA,3.64335664335664,NA,NA,NA,1.66303968094871,NA,NA,NA,0.748251748251748,NA,NA,NA,1.28858553326707,NA,NA,NA,1.38634178478574,NA,NA,NA,0.633575883575884,NA,NA,NA,0.295232936078006,NA,NA,NA,0.929486182562278,NA
"92",11135,0,2.01983985717408,NA,NA,NA,4.21917808219178,NA,NA,NA,1.54475346217077,NA,NA,NA,0.767123287671233,NA,NA,NA,1.45999530419668,NA,NA,NA,1.47370503647795,NA,NA,NA,0.672307692307692,NA,NA,NA,0.267123287671233,NA,NA,NA,0.990697098848192
"93",11136,0,0.983026698827744,4.17808219178082,NA,NA,NA,1.68250799196539,NA,NA,NA,0.63013698630137,NA,NA,NA,1.54772968934598,NA,NA,NA,0.653022241108891,NA,NA,NA,0.623987854251012,NA,NA,NA,0.360576923076923,NA,NA,NA,2.3701025660593,NA,NA,NA
"94",11136,0,2.01151270844974,NA,4.1027397260274,NA,NA,NA,1.60736399230518,NA,NA,NA,0.773972602739726,NA,NA,NA,1.58712823916149,NA,NA,NA,1.48179336453849,NA,NA,NA,0.708640674394099,NA,NA,NA,0.3,NA,NA,NA,1.07108607525436,NA,NA
"95",11136,0,0.99703040366061,NA,NA,4.01379310344828,NA,NA,NA,1.60711890016682,NA,NA,NA,0.724137931034483,NA,NA,NA,1.52263134064545,NA,NA,NA,1.17163242942083,NA,NA,NA,0.686666666666667,NA,NA,NA,0.333867521367521,NA,NA,NA,1.29958108226666,NA
"96",11136,0,1.99448465202935,NA,NA,NA,3.9047619047619,NA,NA,NA,1.63772558340861,NA,NA,NA,0.748299319727891,NA,NA,NA,1.32786271696265,NA,NA,NA,1.31756757489917,NA,NA,NA,0.663721413721414,NA,NA,NA,0.309230769230769,NA,NA,NA,1.0078137488047
"97",11137,0,0.997341567520052,3.22666666666667,NA,NA,NA,1.580708933594,NA,NA,NA,0.793333333333333,NA,NA,NA,1.24348012624825,NA,NA,NA,1.66289647519901,NA,NA,NA,0.642206477732793,NA,NA,NA,0.302125506072875,NA,NA,NA,0.747779639198183,NA,NA,NA
"98",11137,0,1.98906706322916,NA,3.36301369863014,NA,NA,NA,1.45766089255631,NA,NA,NA,0.76027397260274,NA,NA,NA,1.87079526382656,NA,NA,NA,1.39533919338025,NA,NA,NA,0.689673340358272,NA,NA,NA,0.312307692307692,NA,NA,NA,1.3407458721879,NA,NA
"99",11137,0,0.983684697179124,NA,NA,2.65771812080537,NA,NA,NA,1.71102842978144,NA,NA,NA,0.731543624161074,NA,NA,NA,1.09135975742103,NA,NA,NA,1.22080450853074,NA,NA,NA,0.633333333333333,NA,NA,NA,0.379048582995951,NA,NA,NA,0.893967666235523,NA
"100",11137,0,1.99860644110478,NA,NA,NA,2.76351351351351,NA,NA,NA,1.65855166304391,NA,NA,NA,0.709459459459459,NA,NA,NA,0.903145703285564,NA,NA,NA,1.09919352514142,NA,NA,NA,0.591599190283401,NA,NA,NA,0.361226611226611,NA,NA,NA,0.821643944062871
"101",11138,1,1.00197103642859,2.51798561151079,NA,NA,NA,1.54814568866277,NA,NA,NA,0.575539568345324,NA,NA,NA,1.1945466153011,NA,NA,NA,0.403365865353331,NA,NA,NA,0.558504875406284,NA,NA,NA,0.384065934065934,NA,NA,NA,2.96144695896548,NA,NA,NA
"102",11138,1,2.00590303783305,NA,3.08955223880597,NA,NA,NA,1.52480643655144,NA,NA,NA,0.708955223880597,NA,NA,NA,1.32676192474333,NA,NA,NA,1.08702726151224,NA,NA,NA,0.613662456946039,NA,NA,NA,0.345039018952062,NA,NA,NA,1.22054153719896,NA,NA
"103",11138,1,0.991027547884732,NA,NA,3.16666666666667,NA,NA,NA,1.58905169551872,NA,NA,NA,0.694444444444444,NA,NA,NA,1.67390624278118,NA,NA,NA,1.05402817255239,NA,NA,NA,0.60432033719705,NA,NA,NA,0.292413066385669,NA,NA,NA,1.58810389168984,NA
"104",11138,1,1.99423837912269,NA,NA,NA,2.68888888888889,NA,NA,NA,1.52935347324819,NA,NA,NA,0.592592592592593,NA,NA,NA,1.29524793466109,NA,NA,NA,0.465757355215634,NA,NA,NA,0.598737083811711,NA,NA,NA,0.404945054945055,NA,NA,NA,2.78095003794716
"105",11139,0,1.01342492055148,4.02027027027027,NA,NA,NA,1.11583545303438,NA,NA,NA,0.783783783783784,NA,NA,NA,1.82338158219598,NA,NA,NA,1.66214144292555,NA,NA,NA,0.705971659919028,NA,NA,NA,0.257276507276507,NA,NA,NA,1.09700747187112,NA,NA,NA
"106",11139,0,1.98783901464194,NA,4.42361111111111,NA,NA,NA,1.12373567980831,NA,NA,NA,0.798611111111111,NA,NA,NA,1.77102987375861,NA,NA,NA,1.77093743487815,NA,NA,NA,0.742723492723493,NA,NA,NA,0.251602564102564,NA,NA,NA,1.00005219771102,NA,NA
"107",11139,0,1.00494768927805,NA,NA,3.14765100671141,NA,NA,NA,1.19055180806026,NA,NA,NA,0.74496644295302,NA,NA,NA,0.896438535708829,NA,NA,NA,1.45893285982374,NA,NA,NA,0.608805668016194,NA,NA,NA,0.314358974358974,NA,NA,NA,0.61444810819953,NA
"108",11139,0,1.98656209265813,NA,NA,NA,3.26845637583893,NA,NA,NA,1.20570937469893,NA,NA,NA,0.677852348993289,NA,NA,NA,1.71867307655303,NA,NA,NA,1.11635605669036,NA,NA,NA,0.581025641025641,NA,NA,NA,0.265688259109312,NA,NA,NA,1.53953845303474
"109",11140,0,0.982739480724558,3.13380281690141,NA,NA,NA,1.57623793185485,NA,NA,NA,0.711267605633803,NA,NA,NA,1.68694106362231,NA,NA,NA,1.31881626227226,NA,NA,NA,0.648577449947313,NA,NA,NA,0.30931744312026,NA,NA,NA,1.27913274341627,NA,NA,NA
"110",11140,0,2.00027319633402,NA,2.68085106382979,NA,NA,NA,1.5423395071557,NA,NA,NA,0.709219858156028,NA,NA,NA,1.08453763637011,NA,NA,NA,1.28399938410985,NA,NA,NA,0.593956043956044,NA,NA,NA,0.338777660695469,NA,NA,NA,0.844655885191083,NA,NA
"111",11140,0,1.00956328500062,NA,NA,2.79020979020979,NA,NA,NA,1.5116773252812,NA,NA,NA,0.678321678321678,NA,NA,NA,0.889023788338247,NA,NA,NA,1.18937280551687,NA,NA,NA,0.584935897435897,NA,NA,NA,0.350368809272919,NA,NA,NA,0.747472772384352,NA
"112",11140,0,2.00523145026527,NA,NA,NA,2.51034482758621,NA,NA,NA,1.36741140673985,NA,NA,NA,0.668965517241379,NA,NA,NA,1.10265741125311,NA,NA,NA,1.642043768508,NA,NA,NA,0.584935897435897,NA,NA,NA,0.352307692307692,NA,NA,NA,0.671515237535363
"113",11141,0,1.01800436743535,5.04895104895105,NA,NA,NA,1.4473187221447,NA,NA,NA,0.811188811188811,NA,NA,NA,1.53814097231644,NA,NA,NA,1.80629980685586,NA,NA,NA,0.680189673340358,NA,NA,NA,0.183226495726496,NA,NA,NA,0.851542455177366,NA,NA,NA
"114",11141,0,2.0136112241447,NA,4.96621621621622,NA,NA,NA,1.35287080763374,NA,NA,NA,0.851351351351351,NA,NA,NA,1.64504560209678,NA,NA,NA,2.0746682380273,NA,NA,NA,0.762564102564103,NA,NA,NA,0.19948717948718,NA,NA,NA,0.792919837468073,NA,NA
"115",11141,0,1.00764448540285,NA,NA,5.56756756756757,NA,NA,NA,1.428690079425,NA,NA,NA,0.844594594594595,NA,NA,NA,2.06065364952655,NA,NA,NA,1.99568442865777,NA,NA,NA,0.834358974358974,NA,NA,NA,0.224102564102564,NA,NA,NA,1.032554856838,NA
"116",11141,0,1.98802341355011,NA,NA,NA,5.11333333333333,NA,NA,NA,1.47256839409238,NA,NA,NA,0.76,NA,NA,NA,1.80857398527571,NA,NA,NA,1.39561596331475,NA,NA,NA,0.751518218623482,NA,NA,NA,0.296052631578947,NA,NA,NA,1.29589660251531
"117",11142,0,1.0042479242757,4.57046979865772,NA,NA,NA,1.27197817270644,NA,NA,NA,0.758389261744966,NA,NA,NA,1.18928060865018,NA,NA,NA,1.4253726237302,NA,NA,NA,0.661025641025641,NA,NA,NA,0.257591093117409,NA,NA,NA,0.834364704955419,NA,NA,NA
"118",11142,0,1.99854133075103,NA,4.08275862068966,NA,NA,NA,1.33875230769627,NA,NA,NA,0.76551724137931,NA,NA,NA,1.39868183440436,NA,NA,NA,1.43091781951101,NA,NA,NA,0.692827442827443,NA,NA,NA,0.310326659641728,NA,NA,NA,0.977471812380067,NA,NA
"119",11142,0,0.9983865049202,NA,NA,4.16891891891892,NA,NA,NA,1.32325135258725,NA,NA,NA,0.695945945945946,NA,NA,NA,1.62031132726843,NA,NA,NA,1.01744881097433,NA,NA,NA,0.654365904365904,NA,NA,NA,0.30414979757085,NA,NA,NA,1.59252368255931,NA
"120",11142,0,2.00363495962694,NA,NA,NA,3.76510067114094,NA,NA,NA,1.39609199936967,NA,NA,NA,0.778523489932886,NA,NA,NA,0.776110169442659,NA,NA,NA,1.51833613954044,NA,NA,NA,0.64974358974359,NA,NA,NA,0.314271255060729,NA,NA,NA,0.511158332619
"121",43336,0,0.99377580229193,5.06993006993007,NA,NA,NA,1.38094711062149,NA,NA,NA,0.699300699300699,NA,NA,NA,0.889326184942377,NA,NA,NA,1.05237172754229,NA,NA,NA,0.604166666666667,NA,NA,NA,0.275553213909378,NA,NA,NA,0.84506848831763,NA,NA,NA
"122",43336,0,1.99174919771031,NA,4.83216783216783,NA,NA,NA,1.31175714249548,NA,NA,NA,0.741258741258741,NA,NA,NA,0.909127972368133,NA,NA,NA,1.28039308948598,NA,NA,NA,0.665064102564103,NA,NA,NA,0.29768177028451,NA,NA,NA,0.710038174864803,NA,NA
"123",43336,0,0.990156307257712,NA,NA,4.57823129251701,NA,NA,NA,1.17899252723146,NA,NA,NA,0.646258503401361,NA,NA,NA,1.13775772295368,NA,NA,NA,0.759590186228584,NA,NA,NA,0.594358974358974,NA,NA,NA,0.321725571725572,NA,NA,NA,1.49785732304247,NA
"124",43336,0,2.00558608391322,NA,NA,NA,4.8,NA,NA,NA,1.29598201712361,NA,NA,NA,0.717241379310345,NA,NA,NA,0.87692053520961,NA,NA,NA,1.13826317855712,NA,NA,NA,0.648128898128898,NA,NA,NA,0.29768177028451,NA,NA,NA,0.770402268762842
"125",47203,0,0.982303161919117,3.86666666666667,NA,NA,NA,1.22115122421383,NA,NA,NA,0.74,NA,NA,NA,1.18466537019935,NA,NA,NA,1.40029218662883,NA,NA,NA,0.609817813765182,NA,NA,NA,0.277834008097166,NA,NA,NA,0.846012983227026,NA,NA,NA
"126",47203,0,2.01262734659947,NA,4.28187919463087,NA,NA,NA,1.29663067907677,NA,NA,NA,0.738255033557047,NA,NA,NA,1.69316512658187,NA,NA,NA,1.41868325634368,NA,NA,NA,0.615897435897436,NA,NA,NA,0.235323886639676,NA,NA,NA,1.19347649943061,NA,NA
"127",47203,0,1.00976582593285,NA,NA,3.78523489932886,NA,NA,NA,1.27399744512513,NA,NA,NA,0.74496644295302,NA,NA,NA,1.3269426947866,NA,NA,NA,1.45291779521383,NA,NA,NA,0.589230769230769,NA,NA,NA,0.262651821862348,NA,NA,NA,0.913295094297688,NA
"128",47203,0,1.98337440551259,NA,NA,NA,3.70945945945946,NA,NA,NA,1.24101160469581,NA,NA,NA,0.662162162162162,NA,NA,NA,1.60873481981109,NA,NA,NA,0.989309541598136,NA,NA,NA,0.572368421052632,NA,NA,NA,0.292619542619543,NA,NA,NA,1.62611877493098
"129",47284,0,1.01697078577243,4.76223776223776,NA,NA,NA,1.19853868200153,NA,NA,NA,0.783216783216783,NA,NA,NA,1.75884743605889,NA,NA,NA,1.54389895197782,NA,NA,NA,0.74860646599777,NA,NA,NA,0.269736842105263,NA,NA,NA,1.1392244510599,NA,NA,NA
"130",47284,0,1.98645856322721,NA,4.42567567567568,NA,NA,NA,1.20053070301947,NA,NA,NA,0.763513513513513,NA,NA,NA,1.406749114626,NA,NA,NA,1.42080432127551,NA,NA,NA,0.724615384615385,NA,NA,NA,0.312307692307692,NA,NA,NA,0.99010757045214,NA,NA
"131",47284,0,0.982861682074144,NA,NA,4.79054054054054,NA,NA,NA,1.18841111823713,NA,NA,NA,0.804054054054054,NA,NA,NA,1.55861473779623,NA,NA,NA,1.69533485698335,NA,NA,NA,0.726666666666667,NA,NA,NA,0.244615384615385,NA,NA,NA,0.919355094585626,NA
"132",47284,0,1.9858030805178,NA,NA,NA,4.90476190476191,NA,NA,NA,1.1768052981206,NA,NA,NA,0.768707482993197,NA,NA,NA,2.07990754884185,NA,NA,NA,1.46928326382824,NA,NA,NA,0.726666666666667,NA,NA,NA,0.231288981288981,NA,NA,NA,1.41559330324271
"133",47542,0,1.01597837125883,5.06976744186047,NA,NA,NA,1.45133081483073,NA,NA,NA,0.775193798449612,NA,NA,NA,2.50003443203176,NA,NA,NA,1.54656517984453,NA,NA,NA,0.747162673392182,NA,NA,NA,0.193956043956044,NA,NA,NA,1.61650764197542,NA,NA,NA
"134",47542,0,1.99735845492221,NA,3.94776119402985,NA,NA,NA,1.54901164126204,NA,NA,NA,0.73134328358209,NA,NA,NA,1.32778953535121,NA,NA,NA,1.5699694012991,NA,NA,NA,0.631549609810479,NA,NA,NA,0.24052812858783,NA,NA,NA,0.845742301889772,NA,NA
"135",47542,0,1.00092685791664,NA,NA,4.69924812030075,NA,NA,NA,1.55238952543004,NA,NA,NA,0.736842105263158,NA,NA,NA,2.39052300563675,NA,NA,NA,1.30099711019258,NA,NA,NA,0.720436280137773,NA,NA,NA,0.215497737556561,NA,NA,NA,1.83745450847534,NA
"136",47542,0,2.01980976095423,NA,NA,NA,4.48672566371681,NA,NA,NA,1.50854391841858,NA,NA,NA,0.752212389380531,NA,NA,NA,2.54790060148287,NA,NA,NA,1.35810191481693,NA,NA,NA,0.767307692307692,NA,NA,NA,0.256643356643357,NA,NA,NA,1.87607466986475
"137",47617,0,0.987509286738932,5.18243243243243,NA,NA,NA,1.23823923997406,NA,NA,NA,0.864864864864865,NA,NA,NA,2.15649632152145,NA,NA,NA,2.26944839871975,NA,NA,NA,0.747179487179487,NA,NA,NA,0.136923076923077,NA,NA,NA,0.95022928159018,NA,NA,NA
"138",47617,0,1.99728415650316,NA,4.95945945945946,NA,NA,NA,1.33006286434829,NA,NA,NA,0.824324324324324,NA,NA,NA,2.43426223404756,NA,NA,NA,1.85251255500364,NA,NA,NA,0.773846153846154,NA,NA,NA,0.203589743589744,NA,NA,NA,1.31403278615986,NA,NA
"139",47617,0,1.00498823086731,NA,NA,4.78231292517007,NA,NA,NA,1.24997337342938,NA,NA,NA,0.836734693877551,NA,NA,NA,1.90616643328227,NA,NA,NA,1.92888726054125,NA,NA,NA,0.776923076923077,NA,NA,NA,0.240644490644491,NA,NA,NA,0.988220759334266,NA
"140",47617,0,1.98202969421633,NA,NA,NA,4.93197278911565,NA,NA,NA,1.21474931894045,NA,NA,NA,0.870748299319728,NA,NA,NA,1.76554956424874,NA,NA,NA,2.26955537903684,NA,NA,NA,0.751282051282051,NA,NA,NA,0.18035343035343,NA,NA,NA,0.77792750974775
