"","Subject","Confidence_Positive_1","Confidence_Positive_2","Confidence_Negative_1","Confidence_Negative_2","RT_Positive_1","RT_Positive_2","RT_Negative_1","RT_Negative_2","Accuracy_Positive_1","Accuracy_Positive_2","Accuracy_Negative_1","Accuracy_Negative_2","MetadPrime_Positive_1","MetadPrime_Positive_2","MetadPrime_Negative_1","MetadPrime_Negative_2","dPrime_Positive_1","dPrime_Positive_2","dPrime_Negative_1","dPrime_Negative_2","HR_Positive_1","HR_Positive_2","HR_Negative_1","HR_Negative_2","FAR_Positive_1","FAR_Positive_2","FAR_Negative_1","FAR_Negative_2","Mratio_Positive_1","Mratio_Positive_2","Mratio_Negative_1","Mratio_Negative_2","Reject_Positive_1","Reject_Positive_2","Reject_Negative_1","Reject_Negative_2","log_Mratio_Positive_1","log_Mratio_Positive_2","log_Mratio_Negative_1","log_Mratio_Negative_2"
"1",11113,3.96212121212121,3.78030303030303,3.29770992366412,3.38518518518519,1.79521623335313,1.65825689693156,1.92686645785579,1.84230851652683,0.712121212121212,0.75,0.702290076335878,0.711111111111111,1.77291016038168,1.5172629278363,1.25333387731192,0.971165237528382,1.10779637078802,1.39546018261224,1.07094475647559,1.09439636363196,0.639277389277389,0.656674208144796,0.631549609810479,0.649253731343284,0.278846153846154,0.286130536130536,0.3515625,0.382967032967033,1.60039354445668,1.08728500228223,1.17030674993598,0.887398085192265,0,0,0,0,0.204226790887104,0.0363433975315249,0.0682997099032777,-0.0518815127293697
"2",11114,3.63829787234043,4.06944444444444,3.34722222222222,3.36054421768708,1.58182861079695,1.48920981935225,1.53673264924146,1.57548025686992,0.730496453900709,0.791666666666667,0.833333333333333,0.707482993197279,1.24173341930293,1.83016289255357,1.21288931745385,1.53442874553909,1.23184485569687,1.60264154695194,1.90852862374362,1.11377902209678,0.64010989010989,0.725961538461538,0.707799145299145,0.645641025641026,0.313487881981033,0.272869022869023,0.327962577962578,0.323804573804574,1.00802744238475,1.14196645908397,0.635510152881409,1.37767790117865,0,0,0,0,0.00347235543692489,0.0576533483505758,-0.196877506785584,0.139147692105719
"3",11115,3.55405405405405,3.46896551724138,3.1156462585034,3.31756756756757,1.72189837243059,1.63015136087779,1.7650595761661,1.81133432524803,0.716216216216216,0.724137931034483,0.700680272108844,0.689189189189189,1.49961546825108,1.44834708472644,0.749075354666633,1.00281795190213,1.20838894726361,1.18664768246567,1.04853712560023,0.984040232480712,0.626012145748988,0.672813487881981,0.603430353430353,0.639487179487179,0.284303534303534,0.343555093555094,0.375897435897436,0.388205128205128,1.24100395956696,1.22053673228182,0.714400412134026,1.01908226798216,0,0,0,0,0.0937731671678178,0.0865508541237532,-0.146058303577123,0.0082092449372535
"4",11116,4.72108843537415,5.06164383561644,4.83108108108108,3.86577181208054,1.36286775130429,1.1312142546376,1.26370097023027,1.25176697716233,0.768707482993197,0.746575342465753,0.75,0.718120805369127,1.55051020288665,2.0139091114819,1.45730729198724,1.43601235602513,1.61458398123927,1.49587574186009,1.44237076945897,1.23269995904414,0.671282051282051,0.653326403326403,0.65956340956341,0.655897435897436,0.209459459459459,0.174116424116424,0.232287449392713,0.306174089068826,0.96031561126759,1.34630775479896,1.01035553606918,1.16493259003484,0,0,0,0,-0.0175860110172203,0.12914434735709,0.00447422544840114,0.0663007952136141
"5",11117,3.02083333333333,2.8936170212766,3.02083333333333,2.6875,1.60212104626407,1.42854040244129,1.41274748266733,1.62726790939632,0.701388888888889,0.709219858156028,0.736111111111111,0.729166666666667,0.784173510626909,1.2766458314655,0.718446857116048,1.08964239650243,1.10423377321253,1.11840439468856,1.28390028862043,1.20168822366135,0.564278187565859,0.596153846153846,0.591675447839831,0.626923076923077,0.338777660695469,0.338777660695469,0.341938883034773,0.386133603238866,0.710151717553002,1.14148856847169,0.559581506043611,0.906759652834469,0,0,0,0,-0.14864885824267,0.0574715665713052,-0.252136647210823,-0.0425078124771328
"6",11118,4.20805369127517,4.28571428571429,3.55479452054795,3.54794520547945,1.30899856472388,1.33955946165952,1.4566901044891,1.33705479878699,0.791946308724832,0.73469387755102,0.746575342465753,0.794520547945205,2.02395644870605,2.62958533498083,1.70161031815235,1.58581443444618,1.61958172568369,1.31900296079784,1.31399740332302,1.68251652079195,0.734871794871795,0.728717948717949,0.68970893970894,0.66754478398314,0.254554655870445,0.222972972972973,0.322765072765073,0.27025641025641,1.24967849205119,1.99361594563082,1.29498758053028,0.942525327299457,0,0,0,0,0.0967982953377479,0.299641498630651,0.112265603372459,-0.0257069707151601
"7",11119,5,5.06122448979592,4.53741496598639,4.33333333333333,0.851063747875742,0.860575211117975,0.951050081697758,0.95588906147168,0.808219178082192,0.843537414965986,0.768707482993197,0.775510204081633,3.09562817465606,2.92979654023857,2.56334855460935,2.31831900846987,1.72063725979523,2.04608236834016,1.60911305561977,1.81864444291417,0.795738045738046,0.840512820512821,0.731288981288981,0.693846153846154,0.179313929313929,0.211538461538462,0.191282051282051,0.176195426195426,1.79911724974761,1.43190547241522,1.59301954928334,1.27475110239527,0,0,0,0,0.255059467547374,0.155914348863259,0.202221105426859,0.105425396214311
"8",11120,4.1027397260274,4.44827586206897,4.03378378378378,4.01379310344828,1.45847667833732,1.28030583975487,1.4559646386333,1.51434594255988,0.773972602739726,0.848275862068966,0.743243243243243,0.731034482758621,1.29384231571017,1.96980334484562,1.47883598068625,1.48553116535839,1.48721485376434,2.03082008795751,1.29106242933696,1.23529695728111,0.716410256410256,0.783264033264033,0.691794871794872,0.689673340358272,0.327186512118019,0.249209694415174,0.323589743589744,0.324844074844075,0.869976730285661,0.969954628933546,1.14544110887474,1.20257008373764,0,0,0,0,-0.0604923635235489,-0.0132485800272018,0.05897276550429,0.0801103957266205
"9",11121,3.71034482758621,4.52702702702703,4.18666666666667,4.57823129251701,1.62910846920022,1.51733420719756,1.67222167151249,1.55360005440798,0.737931034482759,0.837837837837838,0.74,0.795918367346939,1.83219416390334,1.29980738430067,1.754388190347,2.05046774603785,1.25489133654405,1.94684880864977,1.26960378043665,1.67201552225543,0.722972972972973,0.737348178137652,0.700910931174089,0.773846153846154,0.347207586933614,0.259355509355509,0.308198380566802,0.285343035343035,1.46004208535631,0.667646803658139,1.38183913546919,1.22634492248727,0,0,0,0,0.16436537439717,-0.175453225830456,0.140457488302741,0.0886126372825622
"10",11122,4.60689655172414,4.83783783783784,4.5472972972973,4.13605442176871,1.29029784790509,1.37741735759209,1.41838062745524,1.36731163754575,0.786206896551724,0.77027027027027,0.763513513513513,0.73469387755102,1.71943579131356,1.86552972841661,2.05387627185741,2.05782326408361,1.61980098173485,1.46844072981943,1.41455768317778,1.23531334178712,0.690789473684211,0.713333333333333,0.7667004048583,0.706340956340956,0.21397616468039,0.241538461538462,0.29989604989605,0.28974358974359,1.06151052549184,1.2704154076726,1.45195653474053,1.66583100374077,0,0,0,0,0.0259243048047614,0.103945752263918,0.161953615672007,0.22163094072888
"11",11123,4.28859060402685,4.43150684931507,4.56375838926174,4.22448979591837,1.12495528832733,1.12717683686787,1.0707485415569,1.08563179396879,0.751677852348993,0.726027397260274,0.74496644295302,0.680272108843537,1.4874275470087,2.04608046399723,1.54040400035896,1.25857449480333,1.46092975667935,1.27528524351378,1.30640739946176,0.922545933631539,0.644230769230769,0.634358974358974,0.678461538461538,0.647523709167545,0.250769230769231,0.222866174920969,0.279858299595142,0.347672064777328,1.01813762106508,1.604410052107,1.17911457099341,1.36424046643297,0,0,0,0,0.00780648529894082,0.205315374302457,0.0715560062254967,0.134890927534882
"12",11124,4.97101449275362,4.76595744680851,5.00689655172414,4.79194630872483,1.21809008051878,1.14578358899598,1.22348404283548,1.25775145491752,0.804347826086957,0.787234042553192,0.875862068965517,0.865771812080537,1.92427644436025,2.36257552424734,2.08008176438306,2.29739108817229,1.71276637732794,1.69999405962455,2.25983391179055,2.1725907678539,0.779821627647715,0.716346153846154,0.807692307692308,0.793333333333333,0.26273022751896,0.180390032502709,0.203222453222453,0.209008097165992,1.12349031942248,1.38975516465577,0.92045780600528,1.05744308691953,0,0,0,0,0.0505693346639049,0.142938296653633,-0.0359961148612943,0.0242570023336641
"13",11125,4.85616438356164,4.73972602739726,5.2,4.54421768707483,1.7566316960565,1.69552150992422,1.64094958630994,1.72856634615346,0.76027397260274,0.684931506849315,0.806666666666667,0.727891156462585,1.42442797854376,1.68178605352101,2.06304746200445,1.09823335530909,1.40339003564618,1.01907777207585,1.7025948495409,1.22540556560092,0.688568376068376,0.615890688259109,0.754554655870445,0.624341412012645,0.260627530364372,0.258012820512821,0.22419028340081,0.278846153846154,1.01499080253045,1.65030196870573,1.21170780151293,0.896220309535259,0,0,0,0,0.00646210685182193,0.217563417755549,0.0833979040793913,-0.0475852186252159
"14",11126,3.85416666666667,3.74657534246575,4.76027397260274,4.35211267605634,1.89687507518647,1.86345672952757,1.80195416071183,1.86809455295497,0.659722222222222,0.719178082191781,0.73972602739726,0.732394366197183,1.82380655259193,1.48722021328832,1.50995803703612,1.73368509743769,0.840188794000846,1.16214675987992,1.30919311939085,1.23037045497619,0.656444906444906,0.660602910602911,0.665128205128205,0.700320512820513,0.314636752136752,0.308212058212058,0.23972602739726,0.284722222222222,2.17071039939398,1.27971807402533,1.15335011670294,1.40907568970457,0,0,0,0,0.336601886865487,0.107114303725248,0.0619611639041321,0.148934322235086
"15",11127,4.6056338028169,4.71527777777778,3.97222222222222,4.29931972789116,1.42316810465854,1.30618745378524,1.49591956871518,1.53679926985569,0.788732394366197,0.833333333333333,0.729166666666667,0.802721088435374,2.44047518062035,2.47590718002006,1.91407339812994,1.85977081615826,1.67730059487878,1.92233143250555,1.22517126869165,1.67412850468268,0.74868282402529,0.766559829059829,0.690748440748441,0.743421052631579,0.197724810400867,0.186590436590437,0.278311965811966,0.260800842992624,1.45500167833466,1.2879710221421,1.56229047076329,1.11088892576425,0,0,0,0,0.162863494277982,0.109906092010319,0.193761783780489,0.0456706373934188
"16",11128,3.6,3.72388059701493,3.68571428571429,2.65648854961832,1.49582781153185,1.39717402441602,1.40296834744186,1.41630520318358,0.7,0.753731343283582,0.778571428571429,0.648854961832061,1.21893582055321,1.11396132231014,0.320809132428912,1.14883962966936,1.04062837237041,1.35295134592193,1.5584378189814,0.795245708038363,0.623076923076923,0.673913043478261,0.642307692307692,0.549704142011834,0.336969001148106,0.345005740528129,0.34241452991453,0.36368778280543,1.17134594146866,0.823356527688772,0.205853020583519,1.44463480664763,0,0,0,0,0.0686851771244145,-0.0844120670000448,-0.686442756001303,0.159758074426317
"17",11129,4.76510067114094,4.28378378378378,4.22818791946309,4.21621621621622,1.23858546915289,1.24722803140867,1.27417490565858,1.29547903576167,0.771812080536913,0.77027027027027,0.718120805369127,0.648648648648649,1.57850050299416,1.19339433112907,1.01771060502534,1.31306439800284,1.48962863366494,1.45720999266379,1.13800958926907,0.757065514404423,0.684716599190283,0.695897435897436,0.664473684210526,0.606666666666667,0.246666666666667,0.312307692307692,0.349230769230769,0.346153846153846,1.05966041959771,0.818958377404163,0.894290008293345,1.73441316903177,0,0,0,0,0.0251667128847237,-0.0867381701846905,-0.0485216214978536,0.239152562376811
"18",11130,5.02054794520548,5.32885906040268,4.87162162162162,4.53378378378378,1.28484823695726,1.16682337806924,1.37015345527107,1.42667462253848,0.801369863013699,0.825503355704698,0.851351351351351,0.810810810810811,2.39549266601665,2.74354578357842,1.72343166244165,1.85772931293604,1.75286163893879,1.84984550287128,2.05648350574893,1.73961478029039,0.737525987525988,0.808198380566802,0.794698544698545,0.758461538461539,0.191787941787942,0.193333333333333,0.24746963562753,0.263076923076923,1.36661822747569,1.48312157924538,0.838047889819574,1.067896947062,0,0,0,0,0.135647208893122,0.171176753881469,-0.0767311631237625,0.0285293449381269
"19",11131,3.75,3.76470588235294,3.41007194244604,3.02083333333333,1.29723783191002,1.37801301108266,1.35873346145672,1.19454065826721,0.707142857142857,0.698529411764706,0.568345323741007,0.618055555555556,1.32024532406427,1.11102221303101,1.44248766149107,1.00766510503887,1.38702112802075,1.27897388594868,0.458446831107859,1.12731994977882,0.658179848320693,0.628205128205128,0.533516483516484,0.554358974358974,0.30498374864572,0.314938684503902,0.3136511375948,0.327735644637053,0.951856678598853,0.868682484636429,3.14646664260985,0.893859019559243,1,1,1,1,-0.0214284385687286,-0.0611389351376817,0.49782313191784,-0.0487309732126067
"20",11132,4.64028776978417,5.04225352112676,4.61029411764706,4.94520547945205,1.4730563856283,1.44192856077279,1.41325967737066,1.34598092194938,0.726618705035971,0.767605633802817,0.742647058823529,0.767123287671233,1.69261008641114,1.86768887508255,1.42857389234046,1.72573166537069,1.28613656613194,1.5951692404163,1.33908302019407,1.46832603653765,0.652762730227519,0.704594017094017,0.693979933110368,0.707586933614331,0.24010989010989,0.208867521367521,0.274804905239688,0.237435897435897,1.31604227030234,1.17084057776536,1.06682996557855,1.17530549920644,0,0,0,0,0.119269838718843,0.0684977653454627,0.0280952058392107,0.070150768203207
"21",11133,4.83783783783784,4.86394557823129,4.44666666666667,4.62666666666667,1.34362994992989,1.27458456963359,1.35726354737562,1.45900392949989,0.831081081081081,0.857142857142857,0.766666666666667,0.773333333333333,2.10165803215545,2.03306799065347,1.77700593101468,1.7358704936381,1.88791957193427,2.11642044224303,1.43593535060291,1.48153257924258,0.776923076923077,0.767692307692308,0.740384615384615,0.718117408906883,0.224102564102564,0.194906444906445,0.308198380566802,0.263663967611336,1.11321375306374,0.960616307645742,1.2375250252517,1.17167217107406,0,0,0,0,0.0465785631334353,-0.0174500449503955,0.0925539900046617,0.0688061149162445
"22",11134,5.61643835616438,5.71527777777778,5.5,5.22972972972973,1.00674099630851,1.03015900513856,1.07978775790252,1.08176389349683,0.815068493150685,0.875,0.837837837837838,0.777027027027027,2.32547806526279,2.94472176083416,2.12412426322379,2.10817194910471,1.80314369576176,2.27073754345555,1.93694060527521,1.5951761865334,0.743055555555556,0.838250790305585,0.812370062370062,0.694838056680162,0.16751012145749,0.150158061116965,0.206983805668016,0.177234927234927,1.28967983568296,1.29681290967381,1.09663882177842,1.32159191373471,0,0,0,0,0.110481909637335,0.112877325230489,0.0400636161468717,0.12109737271909
"23",11135,4.58333333333333,4.92413793103448,3.64335664335664,4.21917808219178,1.66661357396515,1.4859605882084,1.66303968094871,1.54475346217077,0.798611111111111,0.772413793103448,0.748251748251748,0.767123287671233,1.90810082578277,2.06736911433511,1.28858553326707,1.45999530419668,1.64443278302994,1.55854666168929,1.38634178478574,1.47370503647795,0.734508547008547,0.69072708113804,0.633575883575884,0.672307692307692,0.251039501039501,0.203222453222453,0.295232936078006,0.267123287671233,1.16033981168085,1.32647238940817,0.929486182562278,0.990697098848192,0,0,0,0,0.0645851933012455,0.122698214550183,-0.0317570619238844,-0.0040591087911036
"24",11136,4.17808219178082,4.1027397260274,4.01379310344828,3.9047619047619,1.68250799196539,1.60736399230518,1.60711890016682,1.63772558340861,0.63013698630137,0.773972602739726,0.724137931034483,0.748299319727891,1.54772968934598,1.58712823916149,1.52263134064545,1.32786271696265,0.653022241108891,1.48179336453849,1.17163242942083,1.31756757489917,0.623987854251012,0.708640674394099,0.686666666666667,0.663721413721414,0.360576923076923,0.3,0.333867521367521,0.309230769230769,2.3701025660593,1.07108607525436,1.29958108226666,1.0078137488047,0,0,0,0,0.374767140486793,0.0298243732650015,0.113803380783904,0.00338027879578158
"25",11137,3.22666666666667,3.36301369863014,2.65771812080537,2.76351351351351,1.580708933594,1.45766089255631,1.71102842978144,1.65855166304391,0.793333333333333,0.76027397260274,0.731543624161074,0.709459459459459,1.24348012624825,1.87079526382656,1.09135975742103,0.903145703285564,1.66289647519901,1.39533919338025,1.22080450853074,1.09919352514142,0.642206477732793,0.689673340358272,0.633333333333333,0.591599190283401,0.302125506072875,0.312307692307692,0.379048582995951,0.361226611226611,0.747779639198183,1.3407458721879,0.893967666235523,0.821643944062871,0,0,0,0,-0.126226364140691,0.127346468556025,-0.0486781888432732,-0.0853163413756581
"26",11138,2.51798561151079,3.08955223880597,3.16666666666667,2.68888888888889,1.54814568866277,1.52480643655144,1.58905169551872,1.52935347324819,0.575539568345324,0.708955223880597,0.694444444444444,0.592592592592593,1.1945466153011,1.32676192474333,1.67390624278118,1.29524793466109,0.403365865353331,1.08702726151224,1.05402817255239,0.465757355215634,0.558504875406284,0.613662456946039,0.60432033719705,0.598737083811711,0.384065934065934,0.345039018952062,0.292413066385669,0.404945054945055,2.96144695896548,1.22054153719896,1.58810389168984,2.78095003794716,1,1,1,1,0.471503958609617,0.0865525638182156,0.200878910000239,0.444193186476973
"27",11139,4.02027027027027,4.42361111111111,3.14765100671141,3.26845637583893,1.11583545303438,1.12373567980831,1.19055180806026,1.20570937469893,0.783783783783784,0.798611111111111,0.74496644295302,0.677852348993289,1.82338158219598,1.77102987375861,0.896438535708829,1.71867307655303,1.66214144292555,1.77093743487815,1.45893285982374,1.11635605669036,0.705971659919028,0.742723492723493,0.608805668016194,0.581025641025641,0.257276507276507,0.251602564102564,0.314358974358974,0.265688259109312,1.09700747187112,1.00005219771102,0.61444810819953,1.53953845303474,0,0,0,0,0.0402095856251631,2.26685862449308e-05,-0.211514788569553,0.187390540743109
"28",11140,3.13380281690141,2.68085106382979,2.79020979020979,2.51034482758621,1.57623793185485,1.5423395071557,1.5116773252812,1.36741140673985,0.711267605633803,0.709219858156028,0.678321678321678,0.668965517241379,1.68694106362231,1.08453763637011,0.889023788338247,1.10265741125311,1.31881626227226,1.28399938410985,1.18937280551687,1.642043768508,0.648577449947313,0.593956043956044,0.584935897435897,0.584935897435897,0.30931744312026,0.338777660695469,0.350368809272919,0.352307692307692,1.27913274341627,0.844655885191083,0.747472772384352,0.671515237535363,0,0,0,0,0.106915616207942,-0.0733201876196386,-0.126404622426403,-0.172944128188945
"29",11141,5.04895104895105,4.96621621621622,5.56756756756757,5.11333333333333,1.4473187221447,1.35287080763374,1.428690079425,1.47256839409238,0.811188811188811,0.851351351351351,0.844594594594595,0.76,1.53814097231644,1.64504560209678,2.06065364952655,1.80857398527571,1.80629980685586,2.0746682380273,1.99568442865777,1.39561596331475,0.680189673340358,0.762564102564103,0.834358974358974,0.751518218623482,0.183226495726496,0.19948717948718,0.224102564102564,0.296052631578947,0.851542455177366,0.792919837468073,1.032554856838,1.29589660251531,0,0,0,0,-0.0697936946307758,-0.100770716724049,0.0139131338288493,0.112570351265714
"30",11142,4.57046979865772,4.08275862068966,4.16891891891892,3.76510067114094,1.27197817270644,1.33875230769627,1.32325135258725,1.39609199936967,0.758389261744966,0.76551724137931,0.695945945945946,0.778523489932886,1.18928060865018,1.39868183440436,1.62031132726843,0.776110169442659,1.4253726237302,1.43091781951101,1.01744881097433,1.51833613954044,0.661025641025641,0.692827442827443,0.654365904365904,0.64974358974359,0.257591093117409,0.310326659641728,0.30414979757085,0.314271255060729,0.834364704955419,0.977471812380067,1.59252368255931,0.511158332619,0,0,0,0,-0.0786440755874041,-0.00989575761936128,0.202085899486728,-0.291444555184502
"31",43336,5.06993006993007,4.83216783216783,4.57823129251701,4.8,1.38094711062149,1.31175714249548,1.17899252723146,1.29598201712361,0.699300699300699,0.741258741258741,0.646258503401361,0.717241379310345,0.889326184942377,0.909127972368133,1.13775772295368,0.87692053520961,1.05237172754229,1.28039308948598,0.759590186228584,1.13826317855712,0.604166666666667,0.665064102564103,0.594358974358974,0.648128898128898,0.275553213909378,0.29768177028451,0.321725571725572,0.29768177028451,0.84506848831763,0.710038174864803,1.49785732304247,0.770402268762842,0,0,0,0,-0.0731080923602623,-0.148718301016927,0.175470447030732,-0.113282446924887
"32",47203,3.86666666666667,4.28187919463087,3.78523489932886,3.70945945945946,1.22115122421383,1.29663067907677,1.27399744512513,1.24101160469581,0.74,0.738255033557047,0.74496644295302,0.662162162162162,1.18466537019935,1.69316512658187,1.3269426947866,1.60873481981109,1.40029218662883,1.41868325634368,1.45291779521383,0.989309541598136,0.609817813765182,0.615897435897436,0.589230769230769,0.572368421052632,0.277834008097166,0.235323886639676,0.262651821862348,0.292619542619543,0.846012983227026,1.19347649943061,0.913295094297688,1.62611877493098,0,0,0,0,-0.0726229720666634,0.0768138717984994,-0.0393888751290166,0.211152264144393
"33",47284,4.76223776223776,4.42567567567568,4.79054054054054,4.90476190476191,1.19853868200153,1.20053070301947,1.18841111823713,1.1768052981206,0.783216783216783,0.763513513513513,0.804054054054054,0.768707482993197,1.75884743605889,1.406749114626,1.55861473779623,2.07990754884185,1.54389895197782,1.42080432127551,1.69533485698335,1.46928326382824,0.74860646599777,0.724615384615385,0.726666666666667,0.726666666666667,0.269736842105263,0.312307692307692,0.244615384615385,0.231288981288981,1.1392244510599,0.99010757045214,0.919355094585626,1.41559330324271,0,0,0,0,0.0566092976116308,-0.00431761882074786,-0.0365167129524148,0.150938499450348
"34",47542,5.06976744186047,3.94776119402985,4.69924812030075,4.48672566371681,1.45133081483073,1.54901164126204,1.55238952543004,1.50854391841858,0.775193798449612,0.73134328358209,0.736842105263158,0.752212389380531,2.50003443203176,1.32778953535121,2.39052300563675,2.54790060148287,1.54656517984453,1.5699694012991,1.30099711019258,1.35810191481693,0.747162673392182,0.631549609810479,0.720436280137773,0.767307692307692,0.193956043956044,0.24052812858783,0.215497737556561,0.256643356643357,1.61650764197542,0.845742301889772,1.83745450847534,1.87607466986475,0,0,0,0,0.208577762062274,-0.0727619465544761,0.264216595667689,0.273250119791909
"35",47617,5.18243243243243,4.95945945945946,4.78231292517007,4.93197278911565,1.23823923997406,1.33006286434829,1.24997337342938,1.21474931894045,0.864864864864865,0.824324324324324,0.836734693877551,0.870748299319728,2.15649632152145,2.43426223404756,1.90616643328227,1.76554956424874,2.26944839871975,1.85251255500364,1.92888726054125,2.26955537903684,0.747179487179487,0.773846153846154,0.776923076923077,0.751282051282051,0.136923076923077,0.203589743589744,0.240644490644491,0.18035343035343,0.95022928159018,1.31403278615986,0.988220759334266,0.77792750974775,0,0,0,0,-0.022171590800524,0.118606201350606,-0.00514602722293878,-0.109060870341044
